age,monthly_income,employment_type,upi_txn_per_month,avg_txn_amount,utility_bills_paid,rent_payments_on_time,mobile_recharge_regularity,spending_variance,income_stability_ratio,savings_rate,late_payments,overdraft_count,loan_amount_requested,loan_tenure_months,repaid
29,10469,salaried,50,1742,8,7,0.24334388349012304,0.18731909271137515,0.8324535577046179,0.47629837452740564,4,4,60103,36,1
32,33854,salaried,59,3988,1,2,0.8774791959088326,0.8915391897315794,0.42731648870611116,0.18278663103763104,8,4,222214,6,0
21,11256,salaried,79,940,3,6,0.1990176920149871,0.007403458644891336,0.41871020057449937,0.1880908952429759,4,1,410880,6,0
21,38937,self_employed,49,2754,7,2,0.7869607269854091,0.8168200264638685,0.9039600238901089,0.37163912945859706,9,1,381152,24,1
54,6651,salaried,81,4218,5,7,0.4618065340196199,0.5169507763356076,0.6487039060641968,0.22814429927600033,1,1,468072,60,0
52,55288,salaried,28,665,6,0,0.9990907677973108,0.5592943876453004,0.47215604997699434,0.014305071799617597,6,2,335768,36,0
45,30051,gig_worker,39,1064,6,0,0.8390914986521054,0.6717679604563624,0.7821112503244265,0.4599383638376205,5,4,46456,48,1
21,32386,student,28,2382,1,5,0.739703134447818,0.43144499230801037,0.9243126168539546,0.2153751709828814,6,1,275808,24,1
36,21184,salaried,32,1095,3,9,0.8707263066521955,0.11561188819241475,0.7426258521609748,0.10174755027015564,7,1,113384,60,0
59,38787,salaried,20,1287,9,8,0.6340303926050336,0.10282022380482381,0.543141530058012,0.27783203657439304,9,3,450750,24,1
25,26621,student,63,4411,9,11,0.8436522565284976,0.7543621991839425,0.6382664357051102,0.10945308129565828,4,1,111229,60,0
42,64792,salaried,148,3354,5,3,0.26112684736145586,0.2210351432672849,0.8265886226617376,0.10301099984080392,1,3,333840,6,1
49,50253,salaried,19,756,2,5,0.09770321110107494,0.028101683617644202,0.34725086021067125,0.27286566369531634,6,0,146786,48,0
23,39051,salaried,15,3082,8,11,0.6159320070866687,0.9796138890989411,0.45201516116950957,0.19552114609473453,6,1,271456,36,0
32,54811,self_employed,83,1213,3,4,0.434690392663586,0.9803915193606934,0.623808230654613,0.28649663912661116,7,3,111691,6,0
46,35447,salaried,119,4506,9,11,0.42644079529243195,0.37814133734377986,0.7229686748679691,0.4984127184056202,6,1,121936,24,1
36,35254,student,72,656,1,0,0.5267478524300462,0.025523844557113207,0.537415913729627,0.42950907718538417,9,0,419061,12,0
57,62418,self_employed,47,3119,5,5,0.3613826115655425,0.7272646585927497,0.5088736453089164,0.0038353996448943772,6,1,482902,24,0
42,19472,self_employed,73,2404,0,8,0.6260595314428291,0.8310120604856692,0.3289689369898049,0.025277854768694874,8,3,186775,12,0
49,8471,salaried,145,2680,5,11,0.03056836734762991,0.12501369011580976,0.3228212404360133,0.3050397200656223,7,0,40215,60,0
34,13329,self_employed,142,151,11,2,0.9698913418817633,0.13545861490923627,0.4950863980119779,0.313128040566149,1,0,354708,6,1
48,39865,gig_worker,79,1461,9,10,0.9247089920455704,0.8222239996967906,0.67135427006268,0.4390954220379967,1,0,232917,60,1
25,51850,gig_worker,107,1294,0,2,0.9352701625819336,0.9219073887152348,0.689460047511788,0.3145285872609129,6,2,107613,36,0
50,59220,gig_worker,45,4119,7,1,0.36500349558371836,0.7907548366741496,0.6458192450068081,0.11385726925787115,9,3,127184,48,0
25,11397,self_employed,63,3238,4,3,0.5318909576590998,0.20074494916952956,0.5869164788019839,0.23425811385182543,9,2,177150,12,0
32,40525,student,43,1748,5,9,0.9541306030575752,0.41152121943422093,0.47660411248292456,0.40449270033559426,2,0,41264,48,1
36,58072,gig_worker,7,771,1,2,0.9023460564275866,0.6008424258659141,0.5804861021149474,0.46141248229918574,0,2,170556,60,0
46,28284,gig_worker,11,877,1,11,0.7902444759011473,0.1602934738208287,0.3971319757698594,0.11845755948335457,8,1,360139,6,0
46,66330,salaried,53,2379,11,1,0.40733158984759243,0.2106024926325083,0.38068146031822575,0.2698023675066629,2,2,354001,6,1
41,30122,salaried,30,3122,8,0,0.5643392231821734,0.282886072068555,0.509960279769654,0.07946377508520136,0,4,384746,60,0
59,75553,salaried,105,1960,2,2,0.7929124742166477,0.5095132702908365,0.9967441574990537,0.24849984946378462,5,0,250108,60,1
56,67812,gig_worker,83,3239,5,9,0.27301199554003175,0.5108048871775476,0.5285478632614788,0.045057060374750546,3,0,104976,6,0
53,12999,self_employed,6,1174,9,5,0.6264493682281114,0.8142945193475526,0.9555194732485737,0.4708640349752371,0,3,178234,36,1
50,27436,self_employed,131,1816,4,8,0.8279343248518568,0.7530102006876256,0.5745835020373857,0.31902822914130774,3,1,465207,12,1
57,47963,student,136,1383,11,10,0.7074547917329014,0.913735675109942,0.6073069938397265,0.42710837085683856,7,3,477783,48,1
43,7096,student,24,4786,3,4,0.4794806311910007,0.8329017228245964,0.8579440182415605,0.49914758709095314,6,2,355609,24,0
30,30279,student,121,2086,9,2,0.5846083595551583,0.2538775483056547,0.3655468292132197,0.09133299735268913,0,4,233745,60,1
25,31201,salaried,36,2733,1,4,0.9886755431457941,0.33129676930399987,0.4276193265155476,0.3470717074798243,9,4,381788,60,1
56,24715,gig_worker,32,1101,7,4,0.6019877946472101,0.5004232436325338,0.9816881854826502,0.44349314675342905,8,4,44794,6,1
54,34309,salaried,81,1146,9,4,0.7856177540186438,0.014271134563644594,0.6541421379724862,0.287969083705895,5,4,34237,48,1
51,20078,salaried,5,2276,6,11,0.7266047643776626,0.9039020062837214,0.3310167775460412,0.3198481891832805,1,1,118742,48,1
30,61614,salaried,60,2438,10,11,0.7014906155293632,0.044344212562339225,0.33316651313923534,0.2038355447585687,2,2,332438,36,0
39,10105,salaried,39,1955,1,6,0.7163690551140436,0.3224412708166363,0.935068478644175,0.337380416858257,6,4,204079,12,1
52,7839,self_employed,116,600,5,4,0.4544097512814639,0.5691747911964067,0.9113555626911023,0.1977889573480619,2,0,398583,36,0
21,73920,gig_worker,34,2333,7,6,0.4741601745181253,0.5178413886068658,0.62087937486157,0.23830981907572418,2,2,18417,36,0
25,48619,salaried,58,4674,6,8,0.4678627373607823,0.6544598928258747,0.4142554601612191,0.05145587131141244,4,1,57328,48,0
24,47821,gig_worker,40,2639,0,4,0.03325460721260809,0.527520175294209,0.8811992244537357,0.0039042000901908236,2,4,467126,12,0
36,18493,self_employed,84,4708,4,1,0.24106533033232347,0.2290014257030344,0.5272200750957553,0.027575562069473425,2,1,142845,12,0
44,22069,salaried,62,3814,1,4,0.1545640066498828,0.20107818779387188,0.5933408790641668,0.09626082046880086,4,4,412421,12,0
36,12531,self_employed,87,2432,5,7,0.8864450113972573,0.9072470690754986,0.7777334653345226,0.22830190979753268,4,0,107116,6,0
22,42051,salaried,69,700,6,11,0.274969366452949,0.26396673673559257,0.5473788473853581,0.010497035425726942,8,2,60443,12,1
48,12736,self_employed,73,4384,6,3,0.1384426344655404,0.28097723387951345,0.740068948688805,0.07796831957711625,0,0,486121,48,1
52,12710,self_employed,132,1088,2,1,0.11976693191088494,0.4129528961003446,0.9196978973098089,0.3907223019422193,0,4,220189,6,0
47,72155,salaried,55,1981,6,9,0.6999898345521587,0.13943832714997395,0.8581612881421341,0.3810832791310235,8,3,452279,24,1
40,18975,salaried,26,4583,4,2,0.0060833109149592834,0.5072728444232404,0.5671277517070122,0.39486514583774995,4,2,52119,60,0
44,67424,self_employed,111,1854,7,8,0.47130440175650823,0.6650317617021314,0.5015555882926144,0.46077047159838697,3,1,300812,36,1
32,50603,student,113,2564,11,8,0.11887110559819625,0.7860004920773669,0.4998573141176913,0.059535500367259575,1,4,218184,12,0
55,28252,salaried,120,2323,7,7,0.8496633776359052,0.7114542418642291,0.5440138052636081,0.08156993811394148,8,0,7770,24,0
53,6431,gig_worker,105,4582,6,7,0.9584503564524582,0.1476359640802637,0.6454618907073406,0.1667768073006572,5,3,198609,12,0
53,79603,gig_worker,104,1594,5,7,0.9587546162149037,0.45606714497092393,0.5916182364857601,0.4575705994904548,8,4,180380,36,0
57,42481,student,72,952,1,7,0.4419641089467693,0.03858620080817843,0.3931028146913605,0.3877388715029725,4,1,305092,48,0
32,14557,gig_worker,40,551,5,7,0.6445148244347965,0.017797996720949283,0.4144191008337358,0.16206063616615984,3,0,118612,48,0
23,79971,self_employed,26,2424,11,0,0.5997041365107446,0.4401304182738006,0.5400507265787283,0.04381790889136744,6,2,448318,36,0
21,5162,gig_worker,70,1858,10,5,0.35003890138595295,0.252960494457629,0.6934448700412001,0.30819001307441707,4,3,241055,24,1
53,39742,student,25,4408,8,11,0.44406449142053117,0.6833607948733628,0.7148647650934463,0.12840958290282617,7,4,139678,6,1
30,24675,salaried,104,3453,1,8,0.06432369723328568,0.7242407868134125,0.640344945427641,0.26557628298427655,7,4,85214,60,0
49,78997,salaried,132,4236,0,7,0.7956990326714872,0.8954037245582557,0.8171431168452601,0.47090167980048847,1,4,265490,60,1
33,22015,salaried,48,4795,10,2,0.24080351215461904,0.7606825135390387,0.8160741521297157,0.2863086226571672,4,4,124726,60,0
32,55057,gig_worker,107,3438,4,10,0.46052733113637623,0.048244123136541694,0.599339230181172,0.4619172182116821,9,0,300169,6,1
51,37591,gig_worker,51,2688,10,0,0.4806207336166439,0.3716230103577677,0.387108567532661,0.1965193929974377,7,2,55373,12,0
22,14833,salaried,43,1882,5,1,0.5607117391513182,0.2730233517521221,0.6711223388369862,0.31667566864438534,2,1,281532,36,0
55,12896,self_employed,33,3620,2,10,0.81787663788809,0.3861324498271612,0.5670283447956828,0.4469449869734821,6,3,349714,36,0
43,37972,self_employed,58,1879,7,1,0.6918810461837497,0.16007565896870157,0.3965460928345923,0.2939936558045692,2,4,375958,6,0
37,54733,salaried,94,3232,6,6,0.663063049129192,0.09770410369059346,0.9872720469753875,0.3074493385135521,5,4,298064,24,1
46,46800,student,89,3673,1,11,0.5267454958049398,0.5209845425084006,0.5588287724960715,0.35815399104061224,1,2,433409,60,1
28,10347,salaried,21,3318,11,5,0.09595575494658992,0.7203813108663943,0.7380584877348616,0.44105387859412654,5,2,264962,36,0
49,64063,salaried,84,3857,6,10,0.4020084716508614,0.7019109019319428,0.6430902029356176,0.04409003062042649,5,0,151083,48,0
46,7643,self_employed,77,4116,0,1,0.9573168512905521,0.45094432217622715,0.39997979545173623,0.16842969108804345,7,0,365027,48,0
30,45785,gig_worker,53,2937,8,7,0.9955480752882525,0.5222789862889461,0.3388805363607994,0.1988423630403019,4,0,429470,36,0
46,23681,salaried,105,2481,6,8,0.7304981461009182,0.5163287225086414,0.7380385905573712,0.4548548326945889,0,3,63266,60,1
54,55026,gig_worker,6,4339,5,6,0.22751496307464503,0.6915703777680562,0.4729153092435199,0.4780039622581007,7,0,122847,60,1
27,20892,self_employed,146,4036,1,3,0.10189064600339592,0.04792517595602408,0.4705577997296005,0.06019023233256238,8,4,496917,60,0
24,52299,salaried,63,4528,2,0,0.41476435904619924,0.7098961088712239,0.9698833327972174,0.05955383989439039,0,0,278250,24,0
31,22073,salaried,101,1519,0,3,0.8565719023593357,0.5822009007572875,0.623241313017904,0.4674308971261812,4,3,26786,48,0
49,35682,self_employed,103,4250,9,3,0.7218642398950005,0.1981087146715742,0.32059824655048247,0.14788595069129634,5,0,455068,24,0
56,19289,salaried,107,1430,4,7,0.8838922375411049,0.04905885374626451,0.5378899006048647,0.12090720951857636,3,0,284088,6,0
45,12927,student,6,3017,8,3,0.6157763146976523,0.10852779055788842,0.7091440795765587,0.017811432877049338,1,4,341061,12,1
41,53330,gig_worker,45,1546,5,3,0.13032836458969232,0.5246913414192697,0.5299971929619846,0.13779796738532452,4,4,177236,60,0
56,71707,student,127,1540,4,1,0.11479596699816408,0.7584085300912828,0.3187963678238996,0.3467632136129941,3,4,212815,6,0
30,70428,salaried,86,3844,11,11,0.04800230263012928,0.33465728712450116,0.6110178858267148,0.21301808136978084,6,0,426931,12,1
57,55601,student,148,2944,2,9,0.567079970573531,0.37912391070522167,0.37413443532234447,0.2584351758258801,5,4,190323,48,0
29,7539,self_employed,136,4275,4,6,0.24288623662478903,0.9341464150461124,0.733412017263893,0.4586477983074427,2,2,467123,12,1
44,27669,salaried,144,964,7,3,0.7343836413549505,0.21301308403257602,0.7337109701558816,0.05734489133565823,8,1,462722,12,0
55,75968,salaried,33,571,11,10,0.6862499358575073,0.10374942457535163,0.32643139771888047,0.0356203576212995,3,1,364039,36,0
55,25644,salaried,139,1602,1,5,0.31811074240831694,0.34341011380001796,0.503466383119564,0.4259653745619471,4,4,434025,12,0
56,23745,gig_worker,18,4784,4,2,0.17680166646406437,0.7459221194922737,0.5895803846173027,0.38742789871535327,2,3,273988,36,0
38,33228,self_employed,16,1510,5,6,0.10240034979600121,0.6260772910561319,0.6851848685014246,0.13186709347251624,7,4,244273,12,0
59,39521,salaried,103,3870,9,5,0.737315273813097,0.4157954393695692,0.5072444007957365,0.16211706318704144,6,4,485534,36,0
52,31928,self_employed,137,2005,7,2,0.4504409954259332,0.9647525328318305,0.5014225587859786,0.15513891788783013,6,0,317008,48,0
44,23322,salaried,85,4759,7,3,0.3235299141781389,0.7349964382945733,0.9881106093751815,0.32390439901095563,7,3,499976,48,0
43,62714,self_employed,110,4101,4,9,0.8566530158063121,0.061861424383293784,0.32930395700462994,0.030605753494489685,6,4,212484,12,0
52,67292,salaried,36,3604,8,4,0.593613216569384,0.7446314438540483,0.9923317898638062,0.24470079263186345,2,2,224939,24,1
57,34055,gig_worker,78,3583,3,8,0.5180023363965844,0.02403855590585835,0.3334263587548776,0.06693648455637258,2,1,435390,48,0
32,47891,gig_worker,85,4662,11,5,0.7433791649756157,0.6503233231174055,0.5018389994562801,0.40986927046312377,1,2,313077,6,0
33,11588,self_employed,73,698,8,3,0.8155831402352883,0.21048283629265874,0.645583598478545,0.19033150215498262,0,2,18144,6,1
43,11304,salaried,49,1091,10,10,0.6860731554227195,0.6964422090375577,0.40030884011002765,0.2637860966097296,4,2,274793,36,0
45,12345,salaried,110,2032,6,10,0.4400063185993527,0.30977956664779616,0.39439245376310667,0.014658804389392988,3,3,434861,24,0
55,34300,gig_worker,141,2884,5,6,0.37929879267218747,0.8730063079555649,0.47941889928266207,0.029132156770526163,1,3,188746,60,0
50,29259,salaried,104,3141,3,1,0.7716649382727022,0.33691383659146046,0.9814550285014987,0.33752741536673303,0,3,371099,36,0
37,20352,salaried,13,166,1,3,0.5179071606402861,0.619695855404297,0.5660818012121949,0.383385272570666,2,1,17818,12,1
40,38365,salaried,66,3498,7,4,0.7043860785173763,0.2859275596539883,0.6961963867884342,0.3550177923011007,5,0,266644,48,1
45,24446,self_employed,33,2850,5,3,0.8903987890805519,0.9172215451421782,0.7930039816671524,0.3685093182289301,1,4,41880,24,0
42,7336,self_employed,129,569,11,3,0.9158906347367032,0.7809959810281724,0.8195552848669472,0.05230992527466449,9,4,327253,36,0
33,67032,gig_worker,118,1824,2,10,0.27771563924057263,0.24330287634460313,0.7816286764417484,0.34672542054877054,6,0,495525,36,0
39,12521,salaried,147,4085,6,8,0.1878899502725141,0.9487967125586596,0.5358497352342073,0.09087379134454682,6,4,173405,6,0
56,76707,salaried,138,1731,9,10,0.26128736033683786,0.35715758957622823,0.3782094791492437,0.049007715938392704,2,2,321202,12,1
32,28481,gig_worker,124,874,6,1,0.7513717705355027,0.6518649476671875,0.4972015327332476,0.37858041522742053,0,1,452791,36,0
39,23474,gig_worker,83,3112,5,5,0.37005803604616017,0.7428532311143964,0.4472066587386546,0.44470305855078235,8,4,423346,6,0
32,51760,salaried,97,2603,1,7,0.17338928084132976,0.022902161464912307,0.3953941134085217,0.35835495370257936,4,1,162788,24,0
29,60718,self_employed,8,1586,7,7,0.09838549250696926,0.9589673461572462,0.3171477122261331,0.40278672640737667,1,0,239353,36,0
27,49629,salaried,86,4119,0,10,0.32731318882968785,0.3444413060873649,0.9550080943408898,0.4955440775608079,7,4,298441,60,1
48,50232,student,79,4327,0,6,0.1361364403505113,0.18977889343122423,0.9447240705817368,0.06737795570334226,9,1,286206,60,0
34,72169,salaried,18,1029,5,9,0.15637361253330695,0.8507077917284981,0.33529190394111846,0.4825762762165193,9,2,34492,6,0
51,55669,student,135,3112,4,10,0.6838839734462702,0.7028992828234144,0.4211592009742812,0.30059890274505124,3,2,243151,60,0
39,74184,gig_worker,118,1605,8,3,0.01973209566840528,0.08674327262335257,0.39765033002395556,0.40662657867251023,9,0,91861,12,0
36,52945,self_employed,66,4829,11,6,0.117553261625438,0.11704458137676954,0.4968560540950621,0.325084590793835,6,3,192553,48,1
25,18140,salaried,110,3044,6,9,0.8443654912130965,0.715191870653649,0.44284820933511876,0.2850188943926746,4,4,211796,60,0
55,19357,self_employed,68,2919,1,5,0.8449140850182532,0.07478325595908397,0.9620974761784984,0.3518094970108439,2,2,202449,24,1
32,73673,self_employed,106,1284,11,10,0.32924347876357696,0.9171754351240651,0.3589193055921427,0.1601293322564914,9,2,408783,36,1
45,70633,salaried,110,388,6,5,0.08795300836872899,0.7415401369476332,0.44816957890315223,0.46213576174595633,7,0,303950,6,0
41,17924,gig_worker,24,1911,2,1,0.7049703338072059,0.3354922059669888,0.3565063132080401,0.05764628602788935,1,2,367252,36,0
56,74286,student,62,627,0,7,0.3601316877738744,0.36293877922533824,0.9862697440511055,0.15901559204323107,0,4,79457,48,0
43,79071,self_employed,116,1016,10,7,0.045464627204925834,0.5064960962041014,0.9428894563679036,0.015581176600251656,4,0,74885,36,0
36,62326,gig_worker,61,1808,7,10,0.15782698129979855,0.3609694136485402,0.8016421128357876,0.13566152382304586,3,1,80191,36,0
59,35651,salaried,123,3674,11,6,0.1372148119640243,0.7834685514383157,0.5981811225539393,0.10910653857070218,9,0,52674,6,0
59,75202,self_employed,101,3419,2,10,0.5891163438276622,0.9747369441016157,0.4331246948667947,0.024815430339315603,6,4,85415,48,0
34,53777,salaried,96,1506,10,8,0.8981175836035613,0.5845215154381931,0.45504280751409965,0.24588703192431105,8,4,468698,24,0
51,21994,self_employed,56,1341,7,7,0.7930720333234574,0.4460373276675289,0.610128005989208,0.2343180209278049,5,1,310271,6,1
25,72263,student,41,3233,6,8,0.5465160450172301,0.22277414026821718,0.837755869935537,0.03887272194933444,0,0,421718,48,1
55,64634,gig_worker,12,898,11,8,0.42215516492748006,0.6534334192478002,0.4853106471992712,0.1309252657042071,7,4,362173,48,1
43,15800,salaried,48,1623,1,5,0.618676709068865,0.6855768618153971,0.5175543387742526,0.47666108023317805,1,4,208265,36,0
49,42823,salaried,102,4207,0,1,0.44381274098008083,0.6851906070143637,0.7199610039831295,0.05536831225521016,3,1,250365,12,0
31,68878,self_employed,137,2988,6,11,0.24609912257631594,0.026985035868492324,0.46641055359477746,0.15250932442973408,2,3,186796,12,1
38,23708,self_employed,122,2790,0,6,0.6791974553522796,0.8991221006604709,0.7089530349049624,0.017931199227329275,5,0,477018,24,0
32,17819,gig_worker,73,4191,5,2,0.873243945741321,0.33810656342917667,0.5709916252905991,0.07444360131188338,1,4,404456,36,0
29,79905,gig_worker,49,1341,10,6,0.3728703306808605,0.744165762481609,0.3240577441309436,0.34969855373289477,4,2,485102,12,0
30,68870,self_employed,141,790,9,8,0.8415384676913369,0.7598069071003198,0.5818909003623747,0.1833582503314694,8,1,112889,6,1
37,14283,salaried,36,627,10,9,0.43108204648349047,0.6505549788122396,0.9436676956634014,0.22603828533956027,2,3,315688,24,1
58,35573,salaried,37,1595,9,9,0.401335943099426,0.39486652314429216,0.5051783153934224,0.07848919756532807,1,3,414856,36,0
27,35933,salaried,130,3925,7,1,0.028324357547027668,0.6083842168165255,0.5259826726055282,0.34107008644565084,1,1,37895,60,0
33,10774,salaried,71,2993,6,5,0.6952789013674103,0.04019869125787656,0.3461586216415008,0.3757607990456268,8,3,375022,6,0
29,77055,self_employed,34,992,3,5,0.8075025251138229,0.7618957921879063,0.7305332139985059,0.09055602475836988,5,4,362531,12,1
47,15983,gig_worker,118,486,0,8,0.663556919558561,0.09958864832833891,0.8944696550088371,0.022496731809971082,1,3,279064,12,0
22,23133,gig_worker,33,1349,0,8,0.1513609513919435,0.3967509257996017,0.5470460251651711,0.04047056715450925,2,0,216000,12,0
25,19939,salaried,135,2628,3,4,0.10329346755264313,0.10361878766496657,0.46817189026399186,0.32852287860150886,0,2,85453,12,0
49,5781,salaried,34,4603,4,4,0.5728587516185395,0.8370744458190945,0.9696282979147011,0.06775530124741946,1,4,166715,48,0
57,61700,salaried,141,3628,11,8,0.4015162541846019,0.5503023934359592,0.821550830214042,0.24695941708441776,1,1,296371,60,1
58,32624,salaried,134,997,6,7,0.4290977834855896,0.6909551201692724,0.6970144914982852,0.07632076546308503,1,2,290395,24,0
39,11823,gig_worker,66,810,3,6,0.9678002467430077,0.682582169842613,0.5138718164414189,0.08507402410261988,6,4,291382,24,0
28,23489,salaried,7,3795,9,7,0.7239226711930654,0.8416062316585045,0.45455861258348057,0.0021802516707593034,2,2,65044,12,0
21,44961,self_employed,72,2786,11,5,0.4117877392077567,0.13256940334513467,0.801020827300327,0.16041212792919396,3,3,163795,24,0
42,34118,salaried,29,4612,0,2,0.01909927984171489,0.6597281404048841,0.6652521719961408,0.04489863303643016,1,1,302117,60,0
37,27263,student,145,515,10,6,0.03409569785327027,0.5751340544036574,0.6644198717620867,0.19698063767021262,4,1,99292,6,1
27,18565,self_employed,48,1571,9,7,0.6848036956458562,0.030897122571315383,0.35159687307057064,0.29889215480879194,8,0,144585,6,1
45,25354,salaried,59,4280,6,7,0.8377387595177639,0.20142290882280256,0.6585361337317241,0.18376597396405847,8,3,441532,24,1
24,47951,self_employed,141,4362,1,0,0.7077026295496838,0.2675715413782208,0.8759208217276455,0.35254081541766763,6,0,166297,12,0
56,28648,gig_worker,134,2531,10,6,0.4058877526047254,0.07255637542916615,0.9627594944570312,0.37072588401967904,7,0,402595,36,1
26,55729,student,45,2615,1,2,0.031135737930569563,0.3547198058988015,0.3746776782372146,0.3483031936804059,4,3,111371,60,0
51,46971,salaried,68,1195,7,1,0.9674016302352297,0.027202508715475693,0.7418156474893496,0.4683567798157491,4,4,147377,12,1
39,23658,student,35,909,11,1,0.9863360621580867,0.5531834922577296,0.6978430755587728,0.11864713849757552,2,0,36722,48,1
59,26253,student,51,3144,9,7,0.5493645514442687,0.2115009605797873,0.9232187436636992,0.0947282265574883,5,2,260869,36,0
47,69166,student,134,1092,9,8,0.07067096469510559,0.2870031055091986,0.8258708211294099,0.30485574462093357,0,4,82684,60,1
30,53563,self_employed,100,1381,9,2,0.5409725059144669,0.9104716261712841,0.9756833084157193,0.2974385047170917,2,3,60429,48,0
46,31390,self_employed,81,4470,4,2,0.8923384702208084,0.5028168491235254,0.9720227763073974,0.25504916683740353,1,1,83437,24,1
39,56578,self_employed,114,1873,9,5,0.6799855101282135,0.26901393124441586,0.4579795653416545,0.0021765957471322483,6,4,474640,48,0
59,37658,gig_worker,73,3661,1,10,0.7199892310327243,0.5984617582480662,0.8077456103302953,0.27761911495299924,8,0,231707,24,0
23,11852,self_employed,62,3916,4,9,0.08496983743224928,0.2016714348674956,0.671366163955426,0.4663990284364895,3,2,178548,48,1
33,7551,gig_worker,110,1856,7,0,0.10651163703180144,0.07439568576418487,0.4502213966507138,0.16728884455643145,6,3,180325,36,0
48,76947,self_employed,48,2473,5,5,0.12734877637588526,0.020906354400268667,0.4364083575521805,0.48379959666012523,7,1,418924,48,0
40,66001,gig_worker,78,2676,2,11,0.9043768336609926,0.9515290453762563,0.35675903888640054,0.17837833959884714,9,2,379565,12,0
48,54159,gig_worker,60,991,7,2,0.5258496362638133,0.7246108241431163,0.8568816934930823,0.06992725125890892,1,1,201035,24,0
28,56707,salaried,131,4284,8,10,0.7915750963929912,0.7999481482923824,0.5271533464340067,0.19920170746356924,6,3,294765,6,0
59,38243,gig_worker,34,807,4,3,0.11529125988360023,0.9809177281788319,0.8998781847302766,0.24730565646177205,2,4,428217,48,0
21,26800,self_employed,75,2497,1,8,0.927642705508595,0.9316287034134395,0.7258207562162502,0.3147322050882956,7,0,496323,24,0
23,62828,gig_worker,122,4582,1,2,0.8211420914972102,0.7369131986375159,0.7715433483869225,0.252439081011167,5,3,281364,6,0
33,12239,self_employed,59,2234,6,0,0.2247641447753561,0.6939870698193193,0.5041716247271376,0.26835931370310906,2,2,357374,24,0
48,11710,salaried,71,2454,0,2,0.8741822332939535,0.33684999693537665,0.6201059955769785,0.012033519178802687,7,4,332266,24,0
45,26384,student,145,4635,9,6,0.2634427593968093,0.10401725179510213,0.5886223046581873,0.12681008456699466,2,1,86757,6,0
53,26038,salaried,7,1076,11,6,0.2053398793390565,0.573722548367576,0.4649820647472208,0.155348328969586,8,4,110385,6,0
58,45846,gig_worker,30,834,1,10,0.26424393681221237,0.5762532950885922,0.8827585179687547,0.4935442689407245,2,4,335051,36,0
26,72821,self_employed,61,2568,9,4,0.9099550632726093,0.952237285415744,0.7354591540646347,0.14778386924351683,0,2,436000,60,1
52,42991,self_employed,130,2640,3,0,0.9155919855148695,0.44257080666170934,0.3262023842171491,0.44828942441214265,1,0,175142,48,1
41,11971,salaried,57,732,0,10,0.3289957746879688,0.6908076243060683,0.8739419135650819,0.15236810027053937,3,4,44150,48,0
36,34139,self_employed,47,4368,3,7,0.7054341850945512,0.5749706273967218,0.374226429220014,0.04805516552119554,1,4,246983,24,0
41,42711,salaried,53,4199,11,9,0.6757452551641833,0.17676022910104927,0.5825875034727914,0.12380869953047219,3,0,328406,12,1
31,11530,salaried,46,3001,10,7,0.8065626321304032,0.5920643077549167,0.6998798311412645,0.13641419245714898,3,0,114756,12,1
57,16116,salaried,15,1763,9,9,0.29650950014213107,0.5401167093628201,0.3053558719628526,0.4891242969444921,3,1,486588,60,0
56,70794,salaried,107,2115,4,11,0.5101385419104019,0.4939059939093555,0.7570356738100552,0.3371457527836186,0,1,453760,24,1
55,5282,student,102,3281,8,9,0.6676739510082869,0.5134229336484748,0.76179205769218,0.465840497810483,8,0,32161,36,1
39,6898,student,89,4163,0,9,0.026256818809906046,0.1639879719588705,0.7567684219928527,0.4174975111024109,9,3,157252,6,0
40,9135,salaried,104,2730,11,1,0.37673874533095464,0.4634777312306678,0.41442755667439396,0.28929924533904877,6,0,217473,24,0
38,11629,gig_worker,108,3972,4,9,0.6958883576785689,0.6056532718215968,0.47901262874148454,0.33769396212278163,1,1,285969,48,1
34,70031,salaried,50,1154,1,2,0.2525950931191334,0.4894491986855394,0.47316307367291816,0.31241859684801576,2,2,97811,12,0
35,38380,gig_worker,48,480,8,3,0.9577041070064872,0.4886861951261473,0.9720468882257458,0.33313151309589334,7,2,399233,12,0
51,22071,gig_worker,26,3182,5,0,0.030161371506838952,0.07751770979298578,0.3472697310581141,0.13238683231363813,6,4,156957,12,0
21,25074,student,118,2491,1,3,0.9580871875874228,0.19077415201671966,0.6001330553924528,0.20406256710396853,3,2,106351,36,0
23,72843,self_employed,129,1692,2,4,0.21676386801040004,0.32097269277550067,0.9098777340741357,0.2963079057990732,3,1,51260,48,0
36,44901,gig_worker,128,4361,7,2,0.048822041925369986,0.4193469939259066,0.8386261961134012,0.01796423252792856,8,2,408476,36,0
43,16205,salaried,34,2847,0,10,0.2924740332235575,0.5939374438586043,0.8757094872542486,0.2414174507008467,4,3,453162,6,1
31,60661,student,12,2489,11,9,0.7862823072902253,0.8633451045230607,0.9806055088856331,0.4298634666989266,4,0,182734,24,1
32,10906,salaried,102,3653,2,1,0.7524420064480531,0.15916473808865395,0.5710832685912322,0.24618386379266494,6,0,475609,24,0
30,7591,self_employed,61,3127,9,5,0.20884041642279205,0.015088030210694936,0.5167586920663227,0.2761616843277497,0,1,304162,12,0
52,67987,gig_worker,115,1307,0,7,0.19679013359179942,0.44923713077591576,0.3214616431051381,0.10095256025759541,2,4,191171,12,0
